1,いらっしゃいませ,이랏샤이마세,어서오세요
2,寿司盛り合わせください,스시 모리아와세 구다사이,모둠초밥 주세요
3,かしこまりました,카시코마리마시타,알겠습니다
4,いただきます,이타다끼마스,잘먹겠습니다
